1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024
"(24, '199705110ATL')","(15, '199805030CHI')","(17, '199905190IND')","(26, '200005080IND')","(12, '200105100CHH')","(20, '200205050DET')","(13, '200304240LAL')","(16, '200404290SAC')","(34, '200504270SAS')","(8, '200604280LAL')","(14, '200704210HOU')","(17, '200804220SAS')","(13, '200904180SAS')","(29, '201004200PHO')","(13, '201104210POR')","(15, '201205080LAL')","(20, '201304230DEN')","(20, '201404290OKC')","(10, '201504300SAS')","(8, '201604180OKC')","(15, '201704210OKC')","(16, '201804240GSW')","(19, '201904210OKC')","(19, '202009010DEN')","(18, '202105280ATL')","(13, '202204220NOP')","(12, '202304260SAC')","(27, '202404200MIN')"
"(20, '199705130CHI')","(9, '199805060CHI')","(16, '199905210PHI')","(8, '200005100PHI')","(13, '200105130CHH')","(17, '200205080DET')","(11, '200304270LAL')","(26, '200404170SAS')","(13, '200504300DEN')","(8, '200604300LAL')","(12, '200704230HOU')","(23, '200804250PHO')","(25, '200904200SAS')","(31, '201004220POR')","(23, '201104230POR')","(28, '201205100DEN')","(13, '201304260GSW')","(22, '201405010MEM')","(8, '201505020LAC')","(31, '201604210DAL')","(14, '201704230OKC')","(19, '201804140POR')","(15, '201904230POR')","(23, '202008180HOU')","(26, '202105300ATL')","(18, '202204240NOP')","(19, '202304280GSW')","(19, '202404230MIN')"
"(14, '199705070MIA')","(18, '199805080CHH')","(17, '199905230PHI')","(19, '200005130PHI')","(14, '200105150MIL')","(6, '200205100BOS')","(32, '200304290MIN')","(22, '200404190SAS')","(13, '200505020DEN')","(26, '200605020PHO')","(17, '200704260UTA')","(32, '200804270PHO')","(36, '200904230DAL')","(9, '201004240POR')","(20, '201104250DAL')","(16, '201205120LAL')","(23, '201304280GSW')","(22, '201405030OKC')","(29, '201504190MEM')","(15, '201604230DAL')","(11, '201704250HOU')","(11, '201804170POR')","(32, '201904140HOU')","(15, '202008200HOU')","(19, '202106020NYK')","(18, '202204260PHO')","(24, '202304300SAC')","(24, '202404260PHO')"
"(12, '199705090MIA')","(23, '199805100CHH')","(17, '199905180ATL')","(25, '200005150IND')","(15, '200105170CHH')","(15, '200205120BOS')","(22, '200305010LAL')","(10, '200404220MEM')","(12, '200505040SAS')","(10, '200605040LAL')","(25, '200704280UTA')","(9, '200804290SAS')","(12, '200904250DAL')","(27, '201004260PHO')","(17, '201104280POR')","(27, '201204290MEM')","(22, '201304300DEN')","(11, '201404190LAC')","(18, '201504220MEM')","(15, '201604250OKC')","(8, '201704150LAC')","(33, '201804190NOP')","(28, '201904170HOU')","(12, '202008220OKC')","(16, '202105230PHO')","(12, '202204280NOP')","(16, '202304160MEM')","(6, '202404280PHO')"
"(12, '199705110NYK')","(10, '199805130CHI')","(11, '199905200ATL')","(18, '200005190PHI')","(12, '200105200MIL')","(11, '200205140DET')","(10, '200304190SAC')","(17, '200404250MEM')","(21, '200504230SEA')","(33, '200605060PHO')","(10, '200704300HOU')","(16, '200804190HOU')","(16, '200904280SAS')","(16, '201004290POR')","(13, '201104170OKC')","(13, '201205020MEM')","(18, '201305020GSW')","(40, '201404210LAC')","(14, '201504250POR')","(23, '201604170LAC')","(13, '201704180LAC')","(15, '201804210NOP')","(8, '201904200UTA')","(15, '202008240OKC')","(15, '202105250PHO')","(32, '202204170MIA')","(20, '202304190MEM')","(15, '202404200DEN')"
"(20, '199705120NYK')","(19, '199805050IND')","(18, '199905230NYK')","(9, '200005070MIA')","(17, '200105060PHI')","(10, '200205050NJN')","(25, '200304210SAC')","(23, '200405030DET')","(26, '200504260SEA')","(37, '200604220SAS')","(12, '200705030UTA')","(9, '200804210HOU')","(31, '200904180POR')","(16, '201004170DEN')","(26, '201104200OKC')","(13, '201205050LAC')","(21, '201304200LAC')","(18, '201404240GSW')","(10, '201504270POR')","(21, '201604200LAC')","(14, '201704210UTA')","(18, '201804150OKC')","(16, '201904220UTA')","(34, '202008290HOU')","(21, '202105270LAL')","(16, '202204190MIA')","(29, '202304220LAL')","(20, '202404220DEN')"
"(17, '199705140MIA')","(10, '199805070IND')","(24, '199905240NYK')","(18, '200005090MIA')","(14, '200105090PHI')","(15, '200205070NJN')","(10, '200304260UTA')","(15, '200405070DET')","(21, '200504290SAC')","(10, '200604250SAS')","(16, '200705050HOU')","(8, '200804240UTA')","(8, '200904210POR')","(14, '201004190DEN')","(10, '201104230DEN')","(10, '201205070LAC')","(12, '201304220LAC')","(24, '201404270GSW')","(13, '201504290MEM')","(11, '201604230POR')","(9, '201704230UTA')","(10, '201804180OKC')","(12, '201904240HOU')","(9, '202008310OKC')","(18, '202105300LAL')","(16, '202204220ATL')","(15, '202304240LAL')","(15, '202404250LAL')"
"(10, '199705160NYK')","(13, '199805090NYK')","(15, '199905180UTA')","(7, '200005120NYK')","(26, '200105110TOR')","(22, '200205090CHH')","(18, '200304280UTA')","(21, '200405090NJN')","(19, '200505010SAC')","(14, '200604280SAC')","(8, '200705060CLE')","(16, '200804260UTA')","(17, '200904240HOU')","(23, '201004230UTA')","(10, '201104250DEN')","(24, '201205090MEM')","(16, '201304250MEM')","(13, '201404290LAC')","(16, '201505040CLE')","(14, '201604250POR')","(11, '201704250LAC')","(20, '201804210UTA')","(26, '201904280MIL')","(8, '202009020HOU')","(36, '202106010PHO')","(27, '202204240ATL')","(25, '202304260MEM')","(19, '202404270LAL')"
"(21, '199705180MIA')","(12, '199805100NYK')","(9, '199905200UTA')","(10, '200005140NYK')","(16, '200105130TOR')","(12, '200205120CHH')","(24, '200304300SAC')","(23, '200405110NJN')","(10, '200505030SEA')","(26, '200604300SAC')","(13, '200705080CLE')","(26, '200804290HOU')","(11, '200904260HOU')","(20, '201004250UTA')","(9, '201104270OKC')","(9, '201205110LAC')","(21, '201304270MEM')","(9, '201405010GSW')","(25, '201505060CLE')","(17, '201604270LAC')","(14, '201704280UTA')","(21, '201804230UTA')","(31, '201904300MIL')","(24, '202008300TOR')","(29, '202106030LAL')","(15, '202204260MIA')","(40, '202304280LAL')","(9, '202404290DEN')"
"(28, '199705050HOU')","(13, '199805130IND')","(25, '199905220POR')","(10, '200005170MIA')","(34, '200105160PHI')","(9, '200205150NJN')","(12, '200304190SAS')","(12, '200405140DET')","(21, '200505090DET')","(14, '200605020SAS')","(15, '200705120NJN')","(26, '200805020UTA')","(13, '200904280POR')","(16, '201004280DEN')","(12, '201105020CHI')","(11, '201205130MEM')","(13, '201304300LAC')","(12, '201405030LAC')","(8, '201505080CHI')","(7, '201604290POR')","(21, '201704300LAC')","(25, '201804250OKC')","(17, '201905030BOS')","(12, '202009010TOR')","(19, '202106050BRK')","(17, '202205010BOS')","(12, '202304300NYK')","(9, '202405060NYK')"
"(21, '199705070HOU')","(14, '199805040SEA')","(11, '199905230POR')","(18, '200005190NYK')","(21, '200105180TOR')","(10, '200205050LAL')","(10, '200304210SAS')","(17, '200405160NJN')","(15, '200505110DET')","(23, '200605050SAC')","(8, '200705140NJN')","(12, '200805060BOS')","(20, '200904300HOU')","(15, '201004300UTA')","(14, '201105040CHI')","(9, '201205130MIA')","(16, '201305030MEM')","(13, '201404200HOU')","(11, '201505100CHI')","(18, '201605020CLE')","(25, '201705010CLE')","(13, '201804270UTA')","(15, '201905060BOS')","(10, '202009030BOS')","(49, '202106070BRK')","(26, '202205030BOS')","(8, '202305020NYK')","(12, '202405080NYK')"
"(14, '199705090SEA')","(28, '199805060SEA')","(19, '199905250UTA')","(11, '200005210MIA')","(13, '200105200PHI')","(21, '200205070LAL')","(21, '200304250PHO')","(25, '200405200DET')","(18, '200505130IND')","(37, '200605070DET')","(22, '200705160CLE')","(24, '200805080BOS')","(11, '200905040LAL')","(11, '201005010CLE')","(22, '201105060ATL')","(11, '201205150MIA')","(8, '201305060MIA')","(9, '201404230HOU')","(17, '201505120CLE')","(41, '201605040CLE')","(30, '201705030CLE')","(31, '201804280GSW')","(27, '201905080MIL')","(11, '202009050BOS')","(21, '202106100MIL')","(14, '202205070MIL')","(22, '202305060MIA')","(12, '202405100IND')"
"(8, '199705110SEA')","(18, '199805080LAL')","(12, '199905270POR')","(29, '200005070LAL')","(10, '200105060LAL')","(12, '200205100SAS')","(12, '200304270PHO')","(23, '200405060IND')","(20, '200505150IND')","(22, '200605090DET')","(22, '200705180NJN')","(26, '200805100CLE')","(15, '200905060LAL')","(25, '201005030CLE')","(12, '201105080ATL')","(21, '201205170IND')","(46, '201305080MIA')","(12, '201404250POR')","(27, '201505140CHI')","(13, '201605060ATL')","(23, '201705050TOR')","(13, '201805010GSW')","(20, '201904270TOR')","(30, '202009070TOR')","(19, '202106130MIL')","(11, '202205090MIL')","(11, '202305080MIA')","(43, '202405120IND')"
"(14, '199705130HOU')","(15, '199805100LAL')","(15, '199905170SAS')","(13, '200005100LAL')","(18, '200105080LAL')","(10, '200205120SAS')","(24, '200304290SAS')","(22, '200405080IND')","(28, '200505170DET')","(10, '200605130CLE')","(28, '200705050DET')","(11, '200805120CLE')","(14, '200905080HOU')","(35, '201005070BOS')","(15, '201105100CHI')","(11, '201205200IND')","(10, '201305100CHI')","(11, '201404270POR')","(12, '201505030ATL')","(12, '201605080ATL')","(16, '201705070TOR')","(26, '201805040NOP')","(19, '201904290TOR')","(12, '202009090BOS')","(17, '202106150BRK')","(14, '202205110BOS')","(19, '202305100NYK')","(31, '202405140NYK')"
"(22, '199705150SEA')","(18, '199805120SEA')","(14, '199905190SAS')","(12, '200005120PHO')","(25, '200105110SAC')","(13, '200205140LAL')","(11, '200305010PHO')","(10, '200405100MIA')","(10, '200505190IND')","(7, '200605150CLE')","(24, '200705070DET')","(14, '200805140BOS')","(29, '200905100HOU')","(12, '201005090BOS')","(26, '201105120ATL')","(37, '201205220MIA')","(26, '201305130CHI')","(17, '201404300HOU')","(16, '201505050ATL')","(10, '201605030TOR')","(17, '201704300BOS')","(26, '201805060NOP')","(26, '201905020PHI')","(12, '202009110TOR')","(21, '202106170MIL')","(18, '202205130MIL')","(14, '202305120MIA')","(23, '202405170IND')"
"(14, '199705170HOU')","(16, '199805050UTA')","(13, '199905220LAL')","(29, '200005140PHO')","(9, '200105130SAC')","(17, '200205040SAC')","(13, '200305060DET')","(14, '200405120MIA')","(21, '200505080MIA')","(10, '200605170DET')","(19, '200705100CHI')","(16, '200805160CLE')","(42, '200905120LAL')","(32, '201005110CLE')","(19, '201105010MIA')","(14, '201205240IND')","(18, '201305150MIA')","(10, '201405020POR')","(21, '201505090WAS')","(14, '201605050TOR')","(14, '201705020BOS')","(26, '201805080GSW')","(11, '201905050PHI')","(11, '202008310MIL')","(10, '202106190BRK')","(28, '202205150BOS')","(12, '202305010BOS')","(23, '202405190NYK')"
"(17, '199705040UTA')","(8, '199805070UTA')","(17, '199905230LAL')","(31, '200005160LAL')","(25, '200105050SAS')","(13, '200205060SAC')","(14, '200305080DET')","(23, '200405150IND')","(14, '200505100MIA')","(7, '200605190CLE')","(23, '200705130CHI')","(13, '200805180BOS')","(18, '200905140HOU')","(14, '201005130BOS')","(14, '201105030MIA')","(13, '201205120BOS')","(16, '201305050NYK')","(16, '201405050IND')","(14, '201505110WAS')","(13, '201605070MIA')","(30, '201705040WAS')","(27, '201804290HOU')","(40, '201905070TOR')","(13, '202009020MIL')","(26, '202106060PHI')","(21, '202205020MIA')","(36, '202305030BOS')","(25, '202405070OKC')"
"(9, '199705060UTA')","(29, '199805090SAS')","(9, '199905300IND')","(19, '200005070POR')","(17, '200105070SAS')","(15, '200205090DAL')","(22, '200305100PHI')","(10, '200405180MIA')","(13, '200505120WAS')","(18, '200605210DET')","(23, '200705150DET')","(24, '200805030DET')","(31, '200905170LAL')","(46, '201005040ORL')","(18, '201105070BOS')","(10, '201205140BOS')","(30, '201305070NYK')","(8, '201405070IND')","(10, '201505130ATL')","(9, '201605090MIA')","(26, '201705070WAS')","(19, '201805020HOU')","(24, '201905090PHI')","(15, '202009040MIA')","(21, '202106080PHI')","(18, '202205040MIA')","(13, '202305050PHI')","(14, '202405090OKC')"
"(29, '199705080LAL')","(12, '199805100SAS')","(17, '199906010IND')","(33, '200005090POR')","(28, '200105090DAL')","(14, '200205110DAL')","(15, '200305110PHI')","(13, '200405020SAS')","(13, '200505140WAS')","(28, '200605080MIA')","(12, '200705170CHI')","(14, '200805050DET')","(19, '200905030DEN')","(19, '201005060ORL')","(11, '201105090BOS')","(27, '201205160PHI')","(16, '201305110IND')","(22, '201405090WAS')","(15, '201505150WAS')","(20, '201605110TOR')","(26, '201705100BOS')","(38, '201805040UTA')","(9, '201905120TOR')","(12, '202009060MIA')","(22, '202106110ATL')","(20, '202205060PHI')","(16, '202305070PHI')","(10, '202405110DAL')"
"(18, '199705100LAL')","(17, '199805120UTA')","(8, '199906050NYK')","(21, '200005110UTA')","(17, '200105120DAL')","(17, '200205130SAC')","(14, '200305140DET')","(19, '200405050SAS')","(27, '200505090PHO')","(27, '200605100MIA')","(8, '200705060PHO')","(25, '200805070ORL')","(19, '200905050DEN')","(32, '201005080ATL')","(10, '201105110MIA')","(18, '201205180PHI')","(18, '201305140IND')","(19, '201405110WAS')","(18, '201505040HOU')","(15, '201605130MIA')","(10, '201705120WAS')","(19, '201805060UTA')","(9, '201904280GSW')","(13, '202009080MIL')","(18, '202106140ATL')","(14, '202205080PHI')","(21, '202305090BOS')","(14, '202405130DAL')"
"(13, '199705120UTA')","(14, '199805170CHI')","(16, '199906070NYK')","(11, '200005140UTA')","(22, '200105140SAS')","(17, '200205190NJN')","(14, '200305160PHI')","(28, '200405090LAL')","(14, '200505110PHO')","(11, '200605120NJN')","(22, '200705080PHO')","(15, '200805100ORL')","(6, '200905090DAL')","(22, '201005100ATL')","(16, '201105020LAL')","(20, '201205210BOS')","(11, '201305160NYK')","(30, '201405130IND')","(13, '201505060HOU')","(28, '201605150TOR')","(13, '201705150BOS')","(12, '201805080HOU')","(15, '201904300GSW')","(29, '202009030LAC')","(26, '202106160PHI')","(37, '202205100MIA')","(16, '202305110PHI')","(18, '202405150OKC')"
"(16, '199705200CHI')","(9, '199805190CHI')","(14, '199906090IND')","(9, '200005160POR')","(16, '200105220PHI')","(18, '200205210NJN')","(11, '200305050NJN')","(12, '200405110LAL')","(19, '200505130DAL')","(11, '200605140NJN')","(14, '200705120SAS')","(10, '200805130DET')","(14, '200905110DAL')","(14, '201005020LAL')","(15, '201105040LAL')","(11, '201205230PHI')","(12, '201305180IND')","(16, '201405150WAS')","(32, '201505080LAC')","(26, '201605010GSW')","(21, '201705020GSW')","(19, '201804300BOS')","(13, '201905040HOU')","(23, '202009050LAC')","(12, '202106180ATL')","(20, '202205120PHI')","(30, '202305140BOS')","(17, '202405180DAL')"
"(13, '199705220CHI')","(8, '199805230IND')","(9, '199906110NYK')","(19, '200005230IND')","(19, '200105240PHI')","(26, '200205250BOS')","(16, '200305070NJN')","(16, '200405130SAS')","(21, '200505150DAL')","(12, '200605160MIA')","(11, '200705140SAS')","(19, '200805040LAL')","(17, '200905130DEN')","(15, '201005040LAL')","(8, '201105060DAL')","(11, '201205260BOS')","(12, '201305050OKC')","(23, '201405060MIA')","(37, '201505100LAC')","(17, '201605030GSW')","(20, '201705040GSW')","(22, '201805030BOS')","(17, '201905060HOU')","(12, '202009070DEN')","(7, '202106200PHI')","(21, '202205020PHO')","(25, '202304290DEN')","(14, '202405040DEN')"
"(27, '199705240MIA')","(12, '199805250IND')","(11, '199905290SAS')","(8, '200005250IND')","(13, '200105260MIL')","(15, '200205270BOS')","(25, '200305090BOS')","(12, '200405150LAL')","(12, '200505180PHO')","(8, '200605070SAS')","(16, '200705160PHO')","(15, '200805070LAL')","(27, '200905050CLE')","(13, '201005080UTA')","(36, '201105080DAL')","(19, '201205150SAS')","(9, '201305070OKC')","(12, '201405080MIA')","(23, '201505120HOU')","(20, '201605070POR')","(13, '201705060UTA')","(10, '201805050PHI')","(20, '201905080GSW')","(19, '202009090DEN')","(20, '202106070PHO')","(27, '202205040PHO')","(12, '202305010DEN')","(32, '202405060DEN')"
"(21, '199705260MIA')","(33, '199805270CHI')","(18, '199905310SAS')","(13, '200005270NYK')","(10, '200105280MIL')","(21, '200205290NJN')","(9, '200305120BOS')","(11, '200405040MIN')","(16, '200505200DAL')","(22, '200605090SAS')","(20, '200705180SAS')","(13, '200805090UTA')","(36, '200905070CLE')","(22, '201005100UTA')","(17, '201105010OKC')","(19, '201205170SAS')","(10, '201305110MEM')","(20, '201405100BRK')","(19, '201505140LAC')","(16, '201605090POR')","(26, '201705080UTA')","(18, '201805070PHI')","(8, '201905100HOU')","(16, '202009110LAC')","(31, '202106090PHO')","(18, '202205060DAL')","(16, '202305050PHO')","(34, '202405100MIN')"
"(18, '199705280CHI')","(10, '199805290IND')","(26, '199906040POR')","(17, '200005290NYK')","(16, '200105300PHI')","(11, '200205310BOS')","(28, '200305060DAL')","(14, '200405080MIN')","(30, '200505080SAS')","(13, '200605130DAL')","(10, '200705070UTA')","(12, '200805110UTA')","(18, '200905090ATL')","(14, '201005030PHO')","(21, '201105030OKC')","(24, '201205190LAC')","(17, '201305130MEM')","(9, '201405120BRK')","(20, '201505170HOU')","(11, '201605110GSW')","(39, '201705010SAS')","(12, '201805090BOS')","(13, '201904290DEN')","(19, '202009130DEN')","(20, '202106110DEN')","(17, '202205080DAL')","(10, '202305070PHO')","(18, '202405120MIN')"
"(21, '199705190UTA')","(13, '199805310CHI')","(19, '199906060POR')","(18, '200005310IND')","(33, '200106010MIL')","(16, '200205180SAC')","(35, '200305080DAL')","(15, '200405100SAC')","(18, '200505100SAS')","(9, '200605150DAL')","(12, '200705090UTA')","(12, '200805140LAL')","(10, '200905110ATL')","(11, '201005050PHO')","(16, '201105070MEM')","(12, '201205200LAC')","(14, '201305150OKC')","(10, '201405140MIA')","(20, '201505030GSW')","(43, '201604300SAS')","(30, '201705030SAS')","(14, '201805010TOR')","(17, '201905010DEN')","(20, '202009150LAC')","(16, '202106130DEN')","(30, '202205100PHO')","(24, '202305090DEN')","(18, '202405140DEN')"
"(19, '199705210UTA')","(35, '199805160UTA')","(15, '199906160SAS')","(13, '200006020NYK')","(19, '200106030PHI')","(15, '200205200SAC')","(16, '200305100SAC')","(17, '200405120SAC')","(10, '200505120SEA')","(10, '200605170SAS')","(30, '200705110GSW')","(19, '200805160UTA')","(28, '200905040BOS')","(18, '201005070SAS')","(18, '201105090MEM')","(35, '201205140OKC')","(18, '201305060SAS')","(29, '201405060SAS')","(16, '201505050GSW')","(13, '201605020SAS')","(15, '201705050HOU')","(23, '201805030TOR')","(10, '201905030POR')","(19, '202009040LAL')","(14, '202106080UTA')","(27, '202205120DAL')","(32, '202305110PHO')","(50, '202405160MIN')"
"(18, '199705230HOU')","(9, '199805180UTA')","(15, '199906180SAS')","(24, '200005200LAL')","(16, '200105190SAS')","(27, '200205240LAL')","(23, '200305110SAC')","(15, '200405140MIN')","(20, '200505150SEA')","(8, '200605190DAL')","(16, '200705130GSW')","(19, '200805030NOH')","(26, '200905060BOS')","(11, '201005090SAS')","(27, '201105110OKC')","(7, '201205160OKC')","(20, '201305080SAS')","(20, '201405080SAS')","(19, '201505090MEM')","(15, '201605060OKC')","(25, '201705070HOU')","(17, '201805050CLE')","(10, '201905050POR')","(21, '202009060LAL')","(21, '202106100UTA')","(46, '202205150PHO')","(14, '202305020GSW')","(20, '202405190DEN')"
"(8, '199705250HOU')","(11, '199805220LAL')","(14, '199906210NYK')","(30, '200005220LAL')","(14, '200105210SAS')","(24, '200205260LAL')","(19, '200305130DAL')","(17, '200405160SAC')","(16, '200505170SAS')","(20, '200605220SAS')","(13, '200705150UTA')","(21, '200805050NOH')","(25, '200905080ORL')","(28, '201005170LAL')","(13, '201105130MEM')","(12, '201205180LAL')","(11, '201305100GSW')","(23, '201405100POR')","(26, '201505110MEM')","(14, '201605080OKC')","(9, '201705090SAS')","(35, '201805070CLE')","(31, '201905070DEN')","(12, '202009080HOU')","(28, '202106120LAC')","(13, '202205010MEM')","(32, '202305040GSW')","(26, '202405070BOS')"
"(9, '199705270UTA')","(13, '199805240LAL')","(13, '199906230NYK')","(14, '200005260POR')","(39, '200105250LAL')","(10, '200205280SAC')","(9, '200305150SAC')","(13, '200405190MIN')","(9, '200505190SEA')","(13, '200605080PHO')","(9, '200705210DET')","(13, '200805080SAS')","(9, '200905100ORL')","(16, '201005190LAL')","(20, '201105150OKC')","(13, '201205190LAL')","(11, '201305120GSW')","(20, '201405120POR')","(24, '201505130GSW')","(13, '201605100SAS')","(42, '201705110HOU')","(29, '201805130BOS')","(14, '201905090POR')","(23, '202009100HOU')","(29, '202106140LAC')","(11, '202205030MEM')","(34, '202305060LAL')","(29, '202405090BOS')"
"(13, '199705290HOU')","(8, '199806030UTA')","(9, '199906250NYK')","(19, '200005280POR')","(29, '200105270LAL')","(7, '200205310LAL')","(20, '200305170DAL')","(9, '200405220IND')","(14, '200505230MIA')","(25, '200605100PHO')","(12, '200705240DET')","(27, '200805110SAS')","(14, '200905120BOS')","(11, '201005230PHO')","(23, '201105150CHI')","(18, '201205210OKC')","(18, '201305140SAS')","(28, '201405140SAS')","(15, '201505150MEM')","(28, '201605120OKC')","(25, '201705140GSW')","(15, '201805150BOS')","(17, '201905120DEN')","(30, '202009120LAL')","(10, '202106160UTA')","(32, '202205070GSW')","(12, '202305080LAL')","(23, '202405110CLE')"
"(7, '199706010CHI')","(8, '199806050UTA')",,"(13, '200005300LAL')","(15, '200106060LAL')","(9, '200206020SAC')","(11, '200305050SAS')","(9, '200405240IND')","(14, '200505250MIA')","(11, '200605120LAC')","(8, '200705270CLE')","(22, '200805130NOH')","(10, '200905140ORL')","(13, '201005250PHO')","(11, '201105180CHI')","(10, '201205270SAS')","(13, '201305160GSW')","(29, '201405050OKC')","(18, '201505200ATL')","(35, '201605170CLE')","(41, '201705160GSW')","(30, '201805190CLE')","(13, '201905150MIL')","(14, '202009150BOS')","(25, '202106180LAC')","(12, '202205090GSW')","(18, '202305100GSW')","(15, '202405130CLE')"
"(22, '199706040CHI')","(42, '199806070CHI')",,"(15, '200006020POR')","(13, '200106080LAL')","(23, '200206050LAL')","(33, '200305070SAS')","(13, '200405260DET')","(11, '200505290DET')","(13, '200605140LAC')","(12, '200705290CLE')","(24, '200805150SAS')","(23, '200905170BOS')","(18, '201005270LAL')","(13, '201105220MIA')","(22, '201205290SAS')","(7, '201305220MIA')","(20, '201405070OKC')","(20, '201505220ATL')","(22, '201605190CLE')","(18, '201705200SAS')","(19, '201805210CLE')","(28, '201905170MIL')","(17, '202009170BOS')","(10, '202106200PHO')","(55, '202205110MEM')","(24, '202305120LAL')","(17, '202405150BOS')"
"(24, '199706060UTA')","(7, '199806100CHI')",,"(16, '200006040LAL')","(13, '200106100PHI')","(23, '200206070LAL')","(24, '200305090LAL')","(23, '200405280DET')","(17, '200505310DET')","(19, '200605160PHO')","(8, '200705310DET')","(17, '200805190NOH')","(16, '200905200CLE')","(18, '201005290PHO')","(11, '201105240MIA')","(27, '201205310OKC')","(13, '201305240MIA')","(8, '201405090LAC')","(10, '201505240CLE')","(18, '201605210TOR')","(22, '201705220SAS')","(21, '201805230BOS')","(11, '201905190TOR')","(20, '202009190MIA')","(9, '202106220PHO')","(16, '202205130GSW')","(21, '202305160DEN')","(13, '202405210BOS')"
"(7, '199706080UTA')","(8, '199806120CHI')",,"(19, '200006070LAL')","(22, '200106130PHI')","(14, '200206090NJN')","(16, '200305110LAL')","(18, '200405300IND')","(20, '200506020MIA')","(17, '200605180LAC')","(18, '200706020CLE')","(12, '200805200BOS')","(23, '200905220CLE')","(20, '201005160ORL')","(13, '201105260CHI')","(15, '201206020OKC')","(21, '201305260IND')","(22, '201405110LAC')","(31, '201505260CLE')","(18, '201605230TOR')","(28, '201705170BOS')","(16, '201805250CLE')","(25, '201905210TOR')","(12, '202009230MIA')","(18, '202106240LAC')","(30, '202205180GSW')","(12, '202305180DEN')","(20, '202405230BOS')"
"(16, '199706110UTA')","(9, '199806140UTA')",,"(8, '200006090LAL')","(19, '200106150PHI')","(11, '200206120NJN')","(25, '200305130SAS')","(14, '200406010DET')","(29, '200506040DET')","(22, '200605220PHO')","(19, '200705200SAS')","(11, '200805220BOS')","(10, '200905240ORL')","(11, '201005180ORL')","(16, '201105170DAL')","(14, '201206040SAS')","(11, '201305280IND')","(15, '201405130OKC')","(16, '201505190GSW')","(43, '201605250CLE')","(50, '201705190BOS')","(12, '201805270BOS')","(14, '201905230MIL')","(19, '202009250BOS')","(16, '202106260LAC')","(19, '202205200GSW')","(14, '202305200LAL')","(18, '202405250IND')"
"(10, '199706130CHI')",,,"(18, '200006110IND')",,,"(28, '200305150LAL')","(11, '200405210MIN')","(10, '200506060MIA')","(13, '200605230DET')","(22, '200705220SAS')","(24, '200805240DET')","(8, '200905260ORL')","(32, '201005220BOS')","(11, '201105190DAL')","(18, '201206060OKC')","(15, '201305300MIA')","(16, '201405150LAC')","(17, '201505210GSW')","(26, '201605270TOR')","(21, '201705210CLE')","(14, '201805140HOU')","(15, '201905250TOR')","(15, '202009270MIA')","(16, '202106280PHO')","(14, '202205220DAL')","(15, '202305220LAL')","(9, '202405270IND')"
,,,"(10, '200006140IND')",,,"(12, '200305180DET')","(21, '200405230MIN')","(11, '200505220PHO')","(18, '200605250DET')","(26, '200705260UTA')","(19, '200805260DET')","(22, '200905280CLE')","(10, '201005240BOS')","(23, '201105210OKC')","(17, '201205280MIA')","(17, '201306010IND')","(19, '201405180IND')","(35, '201505230HOU')","(14, '201605160GSW')","(16, '201705230CLE')","(29, '201805160HOU')","(22, '201905140GSW')","(27, '202009180LAL')","(28, '202106300LAC')","(29, '202205240DAL')","(13, '202305170BOS')","(9, '202405220MIN')"
,,,"(33, '200006160IND')",,,"(11, '200305200DET')","(17, '200405250LAL')","(13, '200505240PHO')","(15, '200605270MIA')","(14, '200705280UTA')","(17, '200805280BOS')","(21, '200905300ORL')","(21, '201005260ORL')","(15, '201105230OKC')","(15, '201205300MIA')","(28, '201306030MIA')","(8, '201405200IND')","(25, '201505250HOU')","(35, '201605180GSW')","(39, '201705250BOS')","(41, '201805200GSW')","(17, '201905160GSW')","(16, '202009200LAL')","(9, '202106230MIL')","(25, '202205260GSW')","(12, '202305190BOS')","(18, '202405240MIN')"
,,,"(12, '200006190LAL')",,,"(18, '200305220NJN')","(15, '200405270LAL')","(20, '200505280SAS')","(14, '200605290MIA')","(29, '200705300SAS')","(10, '200805300DET')","(13, '200905190LAL')","(24, '201005280BOS')","(8, '201105250DAL')","(24, '201206010BOS')","(28, '201305190SAS')","(17, '201405240MIA')","(15, '201505270GSW')","(41, '201605220OKC')","(24, '201706010GSW')","(12, '201805220GSW')","(18, '201905180POR')","(20, '202009220DEN')","(41, '202106250MIL')","(20, '202205170MIA')","(33, '202305210MIA')","(12, '202405260DAL')"
,,,,,,"(25, '200305240NJN')","(16, '200405290MIN')","(12, '200505300SAS')","(13, '200605310DET')","(18, '200706070SAS')","(20, '200805210LAL')","(14, '200905210LAL')","(20, '201006030LAL')","(12, '201105310MIA')","(18, '201206030BOS')","(18, '201305210SAS')","(23, '201405260MIA')","(14, '201506040GSW')","(25, '201605240OKC')","(22, '201706040GSW')","(11, '201805240HOU')","(17, '201905200POR')","(12, '202009240DEN')","(15, '202106270ATL')","(34, '202205190MIA')","(18, '202305230MIA')","(12, '202405280DAL')"
